code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
49.32Z,Transports de voyageurs par taxis,4932Z,49.32,Transports de voyageurs par taxis,4932,49.3,Autres transports terrestres de voyageurs,493,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.39A,Transports routiers réguliers de voyageurs,4939A,49.39,Autres transports terrestres de voyageurs n.c.a.,4939,49.3,Autres transports terrestres de voyageurs,493,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.39B,Autres transports routiers de voyageurs,4939B,49.39,Autres transports terrestres de voyageurs n.c.a.,4939,49.3,Autres transports terrestres de voyageurs,493,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.39C,Téléphériques et remontées mécaniques,4939C,49.39,Autres transports terrestres de voyageurs n.c.a.,4939,49.3,Autres transports terrestres de voyageurs,493,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.41A,Transports routiers de fret interurbains,4941A,49.41,Transports routiers de fret,4941,49.4,Transports routiers de fret et services de déménagement,494,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.41B,Transports routiers de fret de proximité,4941B,49.41,Transports routiers de fret,4941,49.4,Transports routiers de fret et services de déménagement,494,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.41C,Location de camions avec chauffeur,4941C,49.41,Transports routiers de fret,4941,49.4,Transports routiers de fret et services de déménagement,494,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.42Z,Services de déménagement,4942Z,49.42,Services de déménagement,4942,49.4,Transports routiers de fret et services de déménagement,494,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.50Z,Transports par conduites,4950Z,49.50,Transports par conduites,4950,49.5,Transports par conduites,495,49,Transports terrestres et transport par conduites,H,Transports et entreposage
50.10Z,Transports maritimes et côtiers de passagers,5010Z,50.10,Transports maritimes et côtiers de passagers,5010,50.1,Transports maritimes et côtiers de passagers,501,50,Transports par eau,H,Transports et entreposage
50.20Z,Transports maritimes et côtiers de fret,5020Z,50.20,Transports maritimes et côtiers de fret,5020,50.2,Transports maritimes et côtiers de fret,502,50,Transports par eau,H,Transports et entreposage
50.30Z,Transports fluviaux de passagers,5030Z,50.30,Transports fluviaux de passagers,5030,50.3,Transports fluviaux de passagers,503,50,Transports par eau,H,Transports et entreposage
50.40Z,Transports fluviaux de fret,5040Z,50.40,Transports fluviaux de fret,5040,50.4,Transports fluviaux de fret,504,50,Transports par eau,H,Transports et entreposage
51.10Z,Transports aériens de passagers,5110Z,51.10,Transports aériens de passagers,5110,51.1,Transports aériens de passagers,511,51,Transports aériens,H,Transports et entreposage
51.21Z,Transports aériens de fret,5121Z,51.21,Transports aériens de fret,5121,51.2,Transports aériens de fret et transports spatiaux,512,51,Transports aériens,H,Transports et entreposage
51.22Z,Transports spatiaux,5122Z,51.22,Transports spatiaux,5122,51.2,Transports aériens de fret et transports spatiaux,512,51,Transports aériens,H,Transports et entreposage
52.10A,Entreposage et stockage frigorifique,5210A,52.10,Entreposage et stockage,5210,52.1,Entreposage et stockage,521,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.10B,Entreposage et stockage non frigorifique,5210B,52.10,Entreposage et stockage,5210,52.1,Entreposage et stockage,521,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.21Z,Services auxiliaires des transports terrestres,5221Z,52.21,Services auxiliaires des transports terrestres,5221,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.22Z,Services auxiliaires des transports par eau,5222Z,52.22,Services auxiliaires des transports par eau,5222,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.23Z,Services auxiliaires des transports aériens,5223Z,52.23,Services auxiliaires des transports aériens,5223,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.24A,Manutention portuaire,5224A,52.24,Manutention,5224,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.24B,Manutention non portuaire,5224B,52.24,Manutention,5224,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.29A,"Messagerie, fret express",5229A,52.29,Autres services auxiliaires des transports,5229,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
52.29B,Affrètement et organisation des transports,5229B,52.29,Autres services auxiliaires des transports,5229,52.2,Services auxiliaires des transports,522,52,Entreposage et services auxiliaires des transports,H,Transports et entreposage
53.10Z,Activités de poste dans le cadre d'une obligation de service universel,5310Z,53.10,Activités de poste dans le cadre d'une obligation de service universel,5310,53.1,Activités de poste dans le cadre d'une obligation de service universel,531,53,Activités de poste et de courrier,H,Transports et entreposage
53.20Z,Autres activités de poste et de courrier,5320Z,53.20,Autres activités de poste et de courrier,5320,53.2,Autres activités de poste et de courrier,532,53,Activités de poste et de courrier,H,Transports et entreposage
55.10Z,Hôtels et hébergement similaire,5510Z,55.10,Hôtels et hébergement similaire,5510,55.1,Hôtels et hébergement similaire,551,55,Hébergement,I,Hébergement et restauration
55.20Z,Hébergement touristique et autre hébergement de courte durée,5520Z,55.20,Hébergement touristique et autre hébergement de courte durée,5520,55.2,Hébergement touristique et autre hébergement de courte durée,552,55,Hébergement,I,Hébergement et restauration
55.30Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,5530Z,55.30,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,5530,55.3,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,553,55,Hébergement,I,Hébergement et restauration
55.90Z,Autres hébergements,5590Z,55.90,Autres hébergements,5590,55.9,Autres hébergements,559,55,Hébergement,I,Hébergement et restauration
56.10A,Restauration traditionnelle,5610A,56.10,Restaurants et services de restauration mobile,5610,56.1,Restaurants et services de restauration mobile,561,56,Restauration,I,Hébergement et restauration
56.10B,Cafétérias et autres libres-services,5610B,56.10,Restaurants et services de restauration mobile,5610,56.1,Restaurants et services de restauration mobile,561,56,Restauration,I,Hébergement et restauration
56.10C,Restauration de type rapide,5610C,56.10,Restaurants et services de restauration mobile,5610,56.1,Restaurants et services de restauration mobile,561,56,Restauration,I,Hébergement et restauration
56.21Z,Services des traiteurs,5621Z,56.21,Services des traiteurs,5621,56.2,Traiteurs et autres services de restauration,562,56,Restauration,I,Hébergement et restauration
56.29A,Restauration collective sous contrat,5629A,56.29,Autres services de restauration,5629,56.2,Traiteurs et autres services de restauration,562,56,Restauration,I,Hébergement et restauration
56.29B,Autres services de restauration n.c.a.,5629B,56.29,Autres services de restauration,5629,56.2,Traiteurs et autres services de restauration,562,56,Restauration,I,Hébergement et restauration
56.30Z,Débits de boissons,5630Z,56.30,Débits de boissons,5630,56.3,Débits de boissons,563,56,Restauration,I,Hébergement et restauration
58.11Z,Édition de livres,5811Z,58.11,Édition de livres,5811,58.1,Édition de livres et périodiques et autres activités d'édition,581,58,Édition,J,Information et communication
58.12Z,Édition de répertoires et de fichiers d'adresses,5812Z,58.12,Édition de répertoires et de fichiers d'adresses,5812,58.1,Édition de livres et périodiques et autres activités d'édition,581,58,Édition,J,Information et communication
58.13Z,Édition de journaux,5813Z,58.13,Édition de journaux,5813,58.1,Édition de livres et périodiques et autres activités d'édition,581,58,Édition,J,Information et communication
58.14Z,Édition de revues et périodiques,5814Z,58.14,Édition de revues et périodiques,5814,58.1,Édition de livres et périodiques et autres activités d'édition,581,58,Édition,J,Information et communication
58.19Z,Autres activités d'édition,5819Z,58.19,Autres activités d'édition,5819,58.1,Édition de livres et périodiques et autres activités d'édition,581,58,Édition,J,Information et communication
58.21Z,Édition de jeux électroniques,5821Z,58.21,Édition de jeux électroniques,5821,58.2,Édition de logiciels,582,58,Édition,J,Information et communication
58.29A,Édition de logiciels système et de réseau,5829A,58.29,Édition d'autres logiciels,5829,58.2,Édition de logiciels,582,58,Édition,J,Information et communication
58.29B,Édition de logiciels outils de développement et de langages,5829B,58.29,Édition d'autres logiciels,5829,58.2,Édition de logiciels,582,58,Édition,J,Information et communication
58.29C,Édition de logiciels applicatifs,5829C,58.29,Édition d'autres logiciels,5829,58.2,Édition de logiciels,582,58,Édition,J,Information et communication
59.11A,Production de films et de programmes pour la télévision,5911A,59.11,"Production de films cinématographiques, de vidéo et de programmes de télévision",5911,59.1,"Activités cinématographiques, vidéo et de télévision",591,59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",J,Information et communication
59.11B,Production de films institutionnels et publicitaires,5911B,59.11,"Production de films cinématographiques, de vidéo et de programmes de télévision",5911,59.1,"Activités cinématographiques, vidéo et de télévision",591,59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",J,Information et communication
59.11C,Production de films pour le cinéma,5911C,59.11,"Production de films cinématographiques, de vidéo et de programmes de télévision",5911,59.1,"Activités cinématographiques, vidéo et de télévision",591,59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",J,Information et communication
59.12Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",5912Z,59.12,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",5912,59.1,"Activités cinématographiques, vidéo et de télévision",591,59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",J,Information et communication
59.13A,Distribution de films cinématographiques,5913A,59.13,"Distribution de films cinématographiques, de vidéo et de programmes de télévision",5913,59.1,"Activités cinématographiques, vidéo et de télévision",591,59,"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",J,Information et communication
